regions_evaluated,historical_mean_excl_2017,historical_std_excl_2017,yield_2017_mean,difference_mean,mean_region_z_score,direction
46,3.9309742458714236,0.8137854200832377,4.909456521739131,0.9784822758677063,1.2134881567562994,positive anomaly
